Geoid20,Adjacent_Geoids
370839309022025,"370839309022026, 370839309022006, 370839309022028, 370839309022023, 370839309022007, 370839309022008, 370839309022022"
370839308001030,"370839308001038, 370839308001019, 370839308001029, 370839308001024, 370839308001031, 370839308001013"
370839305042003,"370839306003005, 370839306003001, 370839305042020, 370839305042019, 370839305042015, 370839305042005, 370839305042001, 370839304001023, 370839305013033, 370839305042004, 370839305013025"
370839310001040,"370839309021005, 370839309021007, 370839310001038, 370839310001037, 370839310001052, 370839310001039, 370839310001041, 370839310001035"
370839311012020,"370839311021046, 370839311012023, 370839311021047, 370839311012019, 370839311021036, 370839311012017, 370839311012016, 370839311012022, 370839311021045"
370839311024067,"370839311024049, 370839311024051, 370839311024065, 370839311024068, 370839311024060, 370839311024063, 370839311024061, 370839311024062"
370839307022008,"370839307022011, 370839307022004, 370839307022007"
370839309012009,"370839309012012, 370839309012014, 370839309012010, 370839309012011, 370839309012013, 370839309012015, 370839309012008"
370839302003002,"370839302003011, 370839302003010, 370839302003001, 370839302003003, 370839302001002, 370839302001001"
370839308003003,"370839308003004, 370839308002017, 370839308003000"
370839302001004,"370839302001006, 370839302001007, 370839302001003, 370839303001026, 370839302001005, 370839303001025"
370839301001018,"370839301001017, 370839301001022, 370839301001021, 370839301001050, 370839301001019, 370839301001051, 370839301001052"
370839302004015,"370839302004017, 370839304003022, 370839302004024, 370839302004025, 370839302004016, 370839302004010, 370839302004011"
370839303003020,"370839303003022, 370839303003023, 370839303003021, 370839303003019, 370839303003005, 370839303003004, 370839303003003"
370839301001014,"370839301001013, 370839301001015, 370839301001010, 370839301001009"
370839304003028,"370839304003027, 370839304003029, 370839304003026, 370839304003021, 370839304003020"
370839309021019,"370839309021023, 370839309021024, 370839309021022, 370839309021021, 370839309021017, 370839309021020, 370839309021018, 370839309021010"
370839301004026,"370839301004027, 370839301004015, 370839301004014, 370839301004013"
370839303005014,"370839303005010, 370839303005009, 370839303005015, 370839303004026, 370839303004027, 370839303004028"
370839302002002,"370839302002006, 370839302002005, 370839302002004, 370839302002001, 370839302002003, 370839302001018, 370839302001017, 370839302001016"
370839303004008,"370839305011000, 370839303004007"
370839306001035,"370839310001016, 370839310001017, 370839306001036, 370839306001034, 370839306001033, 370839310001010, 370839306004009, 370839306004007"
370839301001023,"370839301004003, 370839301001025, 370839301001029, 370839301004000, 370839301001017, 370839301001028, 370839301001027, 370839301001024, 370839301001006, 370839301001031, 370839301001007, 370839301001026, 370839301001030, 370839301001040, 370839301001015"
370839310003010,"370839310003030, 370839310003008, 370839310003032, 371319203032022, 370839310003009, 370839310003007"
370839301002018,"370839301003004, 370839301002034, 370839301002035, 370839301003003, 370839301002020, 370839301002022, 370839301002024, 370839301002021, 370839301002023, 370839301002019, 370839301002017, 370839301002016, 370839301002012, 370839301002007, 370839301002008, 370839301003001"
370839301001042,"370839301004000, 370839304001044, 370839301004002, 370839301001041, 370839301001038, 370839304001000, 370839301001036, 370839302005009"
370839301004018,"370839301004017, 370839304001044, 370839301004001, 370839301004016, 370839301004019, 370839306003014"
370839311023007,"370839311023009, 370839311023006, 370839311023005, 370839311023010, 370839311023008, 370839311012006, 370839311023000, 370839311012000"
370899314012018,"370899314012017, 370899314012020, 370899314012013, 370899314012019, 370899314012011, 370899314012008"
370839311022005,"370839311022006, 370839311022013, 370839311022007, 370159603002009, 370839311022014, 370839311022009, 370839311022000, 371319202021012, 370159603002008, 370839311022008"
370710317042008,"370710317062015, 370710317042009, 370710317041018, 370710317042007, 370710317042006"
370839301001035,"370839301001037, 370839301001036, 370839301001034, 370839301001033, 370839302005007, 370839301001005"
370839304002006,"370839304002007, 370839304002005, 370839304002002, 370839304002003, 370839304002004, 370839304002012, 370839304002011, 370839304002010"
370839311011007,"370839311011026, 370839311011025, 370839311011005, 370839311011010, 370839311011027, 370839311011003"
370919504011031,"370919504021005, 370919504021008, 370919504011030, 370919504011029, 370919504011021, 370919504011016"
370839307023020,"371859501021062, 370839307023038, 370839307023034, 370839307023021, 370839307023019, 371859501021058, 371859501021057"
370839310001021,"370839309011000, 370839306001060, 370839310001023, 370839310001014, 370839306001053, 370839310001057, 370839310001019, 370839310001020, 370839310001015, 370839310001018"
370839307021040,"370839307021039, 370839307021022, 370839307021008"
370839310001019,"370839310001021, 370839306001053, 370839306001051, 370839310001057, 370839306001052, 370839310001020, 370839306001038, 370839310001018, 370839306001037"
370839304001015,"370839304001023, 370839304001022, 370839304001024, 370839304001048, 370839304001014, 370839304002031"
370839310002024,"370839310002023, 370839310002029, 370839310002053, 370839310002025, 370839310002051, 370839310002037, 370839310002052"
370839309021032,"370839311023003, 370839311023000, 370839311023002, 370839311023001, 370839311023032, 370839309021031, 370839309021005, 370839309021000"
370839311022002,"370839311022017, 370839311022004, 370839311022003, 370839311022001, 370839311022009, 370839311022000, 370839311011001, 370839310003032"
370839311021037,"370839311021047, 370839311021038, 370839311021036, 370839311021033, 370839311021034, 370839311021035, 370839311021045"
370839311021050,"370839311024005, 370839311024008, 370839311012021, 370839311021049, 370839311012022, 370839311021045"
370839303001040,"370839303003000, 370839303003001, 370839303001037, 370839303001002, 370839303001001"
370839303002012,"370839302002004, 370839303002027, 370839302002003, 370839303002013, 370839302001016, 370839303002011, 370839303002010"
370839310003022,"370839310003034, 370839309021000, 370839310003033, 370839310003024, 370839310001049, 370839310001048, 370839310001047, 370839310001044, 370839310003016, 370839310003023"
370839307011024,"370839308001006, 370839307011023, 370839308001005, 370839308001000, 370839307011018, 370839307011005, 370839307011004"
370839308004047,"370839308004045, 370839308004046, 371270107001012, 370839308004051, 371270108011023, 370839308004058, 371270107001013, 370839308004048, 370839308004043, 370839308004044"
370839309021014,"370839309021012, 370839309021017, 370839309021018, 370839309021013, 370839309021011"
370839309023027,"370839309024044, 370839309024045, 370839309023013, 370839309023026, 370839309023022, 370839309023020"
370839311023015,"370839311023016, 370839311023025, 370839311023009, 370839311023011, 370839311023010"
370839306001043,"370839306001048, 370839306001050, 370839306001040, 370839306001044, 370839306001049, 370839306001042, 370839306001041, 370839306001021, 370839306001025, 370839306001020"
370839308004038,"370839308004037, 370839308004039, 370839308004023, 370839308004040"
370970613041007,"370970613041014, 370970613041010, 370970613041013, 370970613041012, 370970613041009, 370970613041006"
370839311022007,"370839311022015, 370839311022012, 370839311022006, 370839311022013, 370839311022005, 370839311022014, 370839311022008"
370839308001006,"370839308001004, 370839308001007, 370839307011023, 370839308001005, 370839307011024"
370839311012008,"370839311012018, 370839311012017, 370839311012016, 370839311012015, 370839311012014, 370839311012013, 370839311012010, 370839311011026, 370839311012003, 370839311012007, 370839311012009, 370839311012011, 370839311011003"
370839310001007,"370839310002049, 370839310001055, 370839310001006, 370839310001013, 370839310001008, 370839310001002, 370839310001003, 370839310001009, 370839310001004, 370839310001005"
370839306003012,"370839304001044, 370839306003010, 370839306003013, 370839306003011, 370839306003001, 370839304001035, 370839306003000, 370839304001031"
370839308003002,"370839308003004, 370839308003021, 370839308003015, 370839308003000"
370839303002007,"370839303002013, 370839303002014, 370839303002015, 370839303002008, 370839303002006, 370839303002003, 370839303002004, 370839303002005"
371879501002033,"371879501002023, 371879501002032, 371879501002024, 371879501002025"
370839310002042,"370839310002046, 370839310002044, 370839310002041, 370839310002043, 370839310002021, 370839310001001"
370839303001032,"370839303002004, 370839303002005, 370839303003007, 370839303001031, 370839303001033, 370839303001010, 370839303001011, 370839303001012"
370839309021009,"370839309021007, 370839309021012, 370839309021016, 370839309021010, 370839309012010, 370839309012007, 370839309021008, 370839309011033"
370839311024007,"370839311024005, 370839311021041"
370839311021049,"370839311024005, 370839311024008, 370839311021050, 370839311021048, 370839311021045"
371319203021026,"371319203021013, 371319203021015, 371319203021016, 371319203021017, 371319203021057, 371319203021025, 371319203021019"
370590804004022,"370590804001031, 370590805003000, 370590805002016, 370590804004017, 370590805002011, 370590805002010, 370590803022061, 370590803022062"
370839311024038,"370839311024046, 370839311024045, 370839311024037, 370839311024039, 370839311024035"
370839311024056,"370839311024049, 370839311024066, 370839311024078, 370839311024057, 370839311024043"
370839301001048,"370839301002009, 370839301001049, 370839301001050, 370839301002001, 370839301001045, 370839301002000, 370839301001046, 370839301001047"
370839311022004,"370839311022017, 370839311022018, 370839311022002, 370839311022003, 370839311022009, 370839311011001"
370839306003006,"370839306003008, 370839306003007, 370839306003005, 370839305042020, 370839305042019"
370839307023029,"370839307023032, 370839307023033, 370839307023034, 370839307023028, 370839307023045, 370839307023027, 370839307023021, 370839307023025, 370839307023023, 370839307023024"
370839305032002,"370839305032001, 370839305032000"
370839311024002,"370839311024014, 370839311024005, 370839311024004, 370839311024003, 370839311024000, 370839311022020, 370839311024015, 370839311024001, 370839311022016, 370839311022009"
370839309024025,"370839309023005, 370839309024023, 370839309023006, 370839309023004, 370839309024019, 370839309012029, 370839309012021, 370839309012022, 370839309012005"
370839307023043,"371859501031008, 370839307011015, 371859501031009, 370839307023044, 370839307023042, 370839307023035, 370839307023040"
370839305041003,"370839305041002, 370839305041001, 370839305041009"
370839305032010,"370839305032015, 370839305032011, 370839305031032, 370839305032009, 370839305031023"
370839309023010,"370839309023018, 370839309023015, 370839309023012, 370839309023009, 370839309023001, 370839309023003, 370839309023011, 370839309023002"
370839307023031,"370839307023042, 370839307023035, 370839307023032, 370839307023030, 370839307023040, 370839307023014, 370839307023028, 370839307023026"
370839306002023,"370839309011012, 370839309011013, 370839306002024, 370839306002012, 370839306002022, 370839306002013, 370839306002005"
370250408001023,"370250408001022, 370250408001024, 370250408001021"
370670029011017,370670029011015
370670040072013,"370670040072018, 370670040072014, 370670040072012, 370670040072010"
370839306002011,"370839306002026, 370839309011008, 370839309011009, 370839306002012, 370839306002008, 370839306002009"
370839307023032,"370839307023035, 370839307023036, 370839307023031, 370839307023033, 370839307023034, 370839307023030, 370839307023028, 370839307023029"
370839307023009,"370839307023006, 370839307023000, 370839307023014, 370839307023013, 370839307023015, 370839307023010"
370839307022019,"370839307022022, 370839307022046, 370839307022024, 370839307022025, 370839307022020, 370839307022002, 370839307022018, 370839307022021, 370839307022001, 370839307022009"
370839309021016,"370839309021028, 370839309021007, 370839309022007, 370839309021027, 370839309021012, 370839309021010, 370839309021009, 370839309021008"
370839307022052,"370839307011009, 370839307011007, 370839307011008, 370839307022044, 370839307011004, 370839307011006, 370839307022053, 370839307022050, 370839307022051, 370839307022035, 370839307022034"
370839311023004,370839311023003
370839308003025,"370839308003024, 370839308003027, 370839308003026, 370839308003023, 370839308003021, 370839308003018, 370839308003019, 370839308003020"
370839307022038,"370839307022040, 370839307022037, 370839307022039, 370839307022042, 370839307022043, 370839307021019, 370839307021012"
370839308004059,"370839308002012, 370839308002014, 370839308001046, 370839308002020, 370839308002019, 370839308001049, 370839308001036, 370839308004004, 370839308001029"
370250416032017,"370250416032044, 370250416032016"
370839303002022,"370839303002030, 370839303002031, 370839303002032, 370839303002029, 370839303002021, 370839303002024, 370839303002023, 370839303002018"
370839301001013,"370839301001014, 370839301001044, 370839301001015, 370839301001010"
370839304001046,"370839304001031, 370839304001032, 370839304001047, 370839304001033, 370839304001030"
370839302001017,"370839302002001, 370839302002002, 370839302002003, 370839302001018, 370839302001016, 370839302001013, 370839302001014, 370839302001015"
370839311023018,"370839311023035, 370839311023037, 370839311023022, 370839311024011, 370839311023021, 370839311024010, 370839311023030, 370839311024009, 370839311023051, 370839311023023, 370839311024012, 370839311023020, 370839311023019, 370839311024079, 370839311023017, 370839311024008, 370839311023016, 370839311012021"
370839304003015,"370839304003025, 370839304003024, 370839304003026, 370839304003030, 370839304003019, 370839304003016, 370839304003011, 370839304003010"
370839308001002,"370839308001001, 370839308001000"
370839305042001,"370839306003001, 370839305042014, 370839305042013, 370839305042015, 370839305042003, 370839305042000, 370839305042002, 370839304001023"
370839306003004,"370839306003010, 370839306003003, 370839306003011, 370839306003028, 370839306003001, 370839306003002"
370839301001040,"370839301004000, 370839301001023, 370839301001031, 370839301001041"
370839309011045,"370839309011046, 370839309011049, 370839309011048, 370839309011041"
370839302004017,"370839302004023, 370839302004024, 370839302004015, 370839302004016, 370839302004014, 370839302004013, 370839302004012"
370839305012000,"370839305012001, 370839303005020, 370839305011022, 370839305013000, 370839305013001, 370839303005022, 370839305012012, 370839305012002"
370839310001014,"370839310001021, 370839310001023, 370839310001022, 370839310001024, 370839310002050, 370839310001055, 370839310001013, 370839310001011, 370839310001056, 370839310001015, 370839310001016"
370839305031029,"370839305031022, 370839305031009, 370839305031008"
370839303003011,"370839303003013, 370839303003012, 370839305031030, 370839303003009, 370839303003010, 370839305031020"
370839301003007,"370839301003005, 370839301003004, 370839301003008, 370839301003013"
370839307021018,"370839307021016, 370839307021015, 370839307021012, 370839307021017"
371790204064007,"371790204064013, 371790204064012, 371790204064008, 371790204064011, 371790204063023, 371790204063019, 371790204064006, 371790204063020"
370839310003008,"370839310003030, 370839310003010, 370839310003012, 370839310003007"
370839307021008,"370839307021019, 370839307021020, 370839307021039, 370839307021022, 370839307021040, 370839307021023, 370839307021007, 370839307021006"
370839306001046,"370839306001047, 370839306001048, 370839306001045, 370839306002003, 370839306001022"
370839302004007,"370839302004011, 370839302004008, 370839302004005, 370839302004012, 370839302004006"
370839311024047,"370839311024060, 370839311024061, 370839311024059, 370839311024062, 370839311024046, 370839311024036, 370839311024037, 370839311024035"
370839309012027,"370839309023000, 370839309023001, 370839309012026, 370839309023002, 370839309012019, 370839309012020"
370839309023009,"370839309023005, 370839309023016, 370839309023012, 370839309023010, 370839309023003, 370839309023011"
370839309024017,"370839309024036, 370839309024026, 370839309024021, 370839309024038, 370839309024016, 370839309024018, 370839309024000, 370839309024019"
370839308004022,"370839308004016, 370839308004018, 370839308004017"
370839311022012,"370839311022010, 370839311022015, 370839311022013, 370839311022007, 370839311022014, 370839311022008"
370839306002005,"370839306002023, 370839306002016, 370839306002022, 370839306002013, 370839306002014, 370839306002015, 370839306002006, 370839306002004, 370839306001055, 370839306002003"
370839308004051,"371270107001011, 371270107001012, 371270107001013, 370839308004047"
370839309024037,"371270107001003, 370839309024046, 371270107001001, 371270107001008, 371270107001009, 370839309024036, 371270107001006"
370839308004036,"370839308004034, 370839308004035, 370839308004054, 370839308004037, 370839308004049, 370839308004050, 370839308004040, 370839308004026, 370839308004024"
370210008002006,"370210008002007, 370210008002020, 370210008002005"
370839305013015,"370839305041001, 370839305013017, 370839305013014, 370839305013016, 370839305041000, 370839305012005, 370839305032011, 370839305012002"
370099702003003,"370099702003001, 370099702003008, 370099702003006, 370099702003005, 370099702003004, 370099702003002, 370099702003000"
370839308001008,"370839306002000, 370839306002021, 370839308001024, 370839308001017, 370839308001018, 370839308001004, 370839306002002, 370839308001025, 370839308001009, 370839308001007"
370839305011004,"370839305011015, 370839305011002, 370839305011016, 370839305011000, 370839305011001, 370839305011014, 370839305011003, 370839305011006, 370839305011012, 370839305011007, 370839305011005, 370839305011010, 370839305031028, 370839305031025, 370839305031026, 370839305031012"
370190204042005,"370190204042002, 370190204042008"
370839309022000,"370839311023028, 370839309022046, 370839311023014, 370839311023005, 370839309021028, 370839309022045, 370839309022001, 370839311023032, 370839309021005"
370839308001001,"370839308001004, 370839308001003, 370839308001010, 370839307011030, 370839307011031, 370839308001005, 370839308001002, 370839308001000, 370839307011018"
371939606003045,"371939606003055, 371939606003050, 371939606003054, 371939606003046, 371939606003043, 371939606003044, 371939606003036, 371939606003037"
370839310003005,"370839310003011, 370839310003012, 370839310003006, 370839310003003, 370839310003004, 370839310003001, 370839310003007, 370839310003000"
370839301001034,"370839301001038, 370839301001032, 370839301001037, 370839301001036, 370839301001039, 370839301001035, 370839301001033, 370839301001005"
370850712031013,"370850712031010, 370850712031011, 370850712031009"
370839305041007,"370839305041013, 370839305041001, 370839305041009, 370839305041004, 370839305041011, 370839305041008, 370839305041010, 370839305032015, 370839305032011"
370839309012017,"370839309012020, 370839309012018, 370839309012016, 370839309012008"
370839301004034,"370839301004035, 370839301004027"
370250419022019,"370250419022012, 370250419022020, 370250419022017, 370250419022034, 370250419022033"
370710332021026,"370710332021029, 370710332021028, 370710334001000, 370710332021027, 370710332021025"
370779702001065,"370779702001066, 370779702001074, 370779702001067, 370779702001064"
370839310001045,"370839310001044, 370839310001054, 370839310003016, 370839310001033, 370839310003017, 370839310003021, 370839310003020"
370839311012011,"370839311012008, 370839311012013, 370839311012010, 370839311011029, 370839311011026, 370839311012009, 370839311012012"
370839306002012,"370839309011011, 370839309011012, 370839309011013, 370839306002023, 370839306002026, 370839306002011, 370839306002013, 370839306002008, 370839306002007, 370839306002009"
370839308004058,"371270108011022, 371270108011000, 371270107001012, 371270108011023, 370839308004057, 370839308004047, 370839308004048, 370839308004049"
370850705003028,"370850705003053, 370850705003029, 370850705003049, 370850705003050, 370850705003026, 370850705003027"
370839308004054,"370839308004053, 370839308004035, 370839308004036, 370839308004057, 370839308004049, 370839308004050"
370839307021005,"370839307021033, 370839307021031, 370839307021032, 370839307021021, 370839307021025, 370839307021003"
370839311023020,"370839311023018, 370839311024012, 370839311024079, 370839311024008"
370839303004005,"370839303004011, 370839303004010, 370839303004006, 370839303004004, 370839303003017, 370839303003016, 370839303003015"
370839310001057,"370839306001060, 370839310001021, 370839306001053, 370839306001052, 370839310001019, 370839310001020"
370839310001011,"370839310001014, 370839310001013, 370839310001008, 370839310001009, 370839310001056, 370839310001016, 370839310001012, 370839310001010"
371819606001073,"371819606001020, 371819606001044, 371819606001021, 371819606001043, 371819606001042"
370850712032001,370850712032000
370839311024025,"370839311024073, 370839311024040, 370839311024070, 370839311023044, 370839311024026, 370839311023039, 370839311023053, 370839311023040, 370839311024027, 370839311023041, 370839311023042, 370839311024082, 370839311024081, 370839311024028, 370839311024024, 370839311024042, 370839311024029, 370839311024013"
370850703003031,"370850701003026, 370850701003012, 370850703003030, 370850703004039, 370850703003028, 370850703003032, 370850703004029"
370839306001025,"370839306001043, 370839306001041, 370839306001021, 370839306001032, 370839306001020, 370839306001026, 370839306001012"
370839311012004,"370839311023011, 370839311012003"
370839306001026,"370839306001032, 370839306001025, 370839306001020, 370839306001012, 370839306001027, 370839306001028"
370839306001060,"370839309011004, 370839309011000, 370839306002009, 370839306002010, 370839306001064, 370839306001062, 370839306001061, 370839306001063, 370839310001021, 370839306001059, 370839310001023, 370839306001053, 370839310001057"
370839307011028,"370839307011026, 370839307011033, 370839307011025, 370839307011023, 370839307011027, 370839307011019"
370839309023024,"370839309023025, 370839309023017, 370839309023005, 370839309023016"
370839303004024,"370839303004030, 370839303004029, 370839303004026, 370839303004023, 370839303004025, 370839303004022, 370839303004021, 370839303004020"
370839301004021,"370839301004020, 370839301004023, 370839301004022, 370839301004011, 370839301004012"
370839308004030,"370839308004031, 370839308003027, 370839308004032, 370839308003018, 370839308004027, 370839308004015, 370839308003017, 370839308004016"
370190202043073,"370190202043081, 370190202043074, 370190202043072, 370190202043035"
370839310001055,"370839310001024, 370839310002050, 370839310002049, 370839310001014, 370839310001006, 370839310001013, 370839310001007, 370839310001008"
370839309011036,"370839309011038, 370839309011039, 370839309011040, 370839309011037, 370839309011035, 370839309011022"
370839305011011,"370839305011008, 370839305011007, 370839305011010, 370839305011009"
370839301003022,"370839301003023, 370839301003021, 370839301003020"
370839301004037,"370839310001003, 370839310001004, 370839301004039, 370839301004042, 370839301004038, 370839301004036, 370839301003021, 370839301004011"
370839310002008,"370839310002003, 370839310002000, 370839310002036, 370839310002035, 370839310002006"
370839310001049,"370839309021001, 370839309021002, 370839310003034, 370839309021000, 370839310003022, 370839310001050, 370839310001048, 370839310001046, 370839310001043, 370839310001047"
370839308003028,"371270109001011, 370839308003024, 371270108011004, 370839308003027, 370839308003026, 371270109001001, 371270109001000, 370839308003014, 370839308003023"
371910001043038,"371910001043047, 371910001043046, 371910001043034, 371910001043039, 371910001043033, 371910001043036"
370839309021031,"370839309021006, 370839309021001, 370839309021002, 370839309021032, 370839309021005, 370839309021000"
370839309011016,"370839309011022, 370839309011015, 370839309011012, 370839309011014, 370839309011013"
370839307021010,"371859501021009, 370839307021009, 371859501021003, 371859501021000, 371859501021005"
370839309011033,"370839310001037, 370839309021009, 370839309012007, 370839309011032, 370839309021008, 370839309011028, 370839309011029, 370839310001036, 370839309011034, 370839309011026"
370839307021031,"370839307021041, 370839307022037, 370839307021030, 370839307021032, 370839307021021, 370839307021005"
370839306002000,"370839306002016, 370839306002003, 370839306001023, 370839306001024, 370839306002020, 370839306002021, 370839306002002, 370839308001008, 370839308001007, 370839306002001, 370839307011025"
370839302002009,"370839302003007, 370839302002010, 370839302002011, 370839302003006, 370839302002008, 370839302002000"
370839310001028,"370839309021003, 370839310001051, 370839310001029, 370839310001052, 370839310001030, 370839310001043, 370839310001041, 370839310001042, 370839310001035, 370839310001034, 370839310001027, 370839310001031, 370839310002032"
370350111012046,"370350111024004, 370350111012045, 370350111012047, 370350111012038"
370850705003023,"370850705003027, 370850705003022, 370850705003024, 370850705003025, 370850705003003"
370839308001031,"370839308001029, 370839308001030, 370839308001024, 370839308001017, 370839308001013, 370839308001010"
370839308002010,"370839308002017, 370839308002025, 370839308002018, 370839308002024, 370839308002012, 370839308002008, 370839308002011, 370839308002009, 370839308002023, 370839308002022, 370839308002003"
370839308001007,"370839306002000, 370839306001024, 370839308001018, 370839308001004, 370839308001006, 370839308001008, 370839308001009, 370839306002001, 370839307011025, 370839307011023"
370839302001010,"370839302001012, 370839302001013, 370839302001014, 370839302001009, 370839302001011, 370839302001006, 370839302001003"
370839306002010,"370839309011004, 370839309011005, 370839309011000, 370839306002009, 370839306001064, 370839306001062, 370839306001060"
370839306001001,"370839305041020, 370839306001002, 370839305041019, 370839306001004, 370839306001000, 370839305041013"
370839311023041,"370839311023039, 370839311024025, 370839311024027"
370839301003026,"370839310002020, 370839310001001, 370839310001000, 370839301003027, 370839301003025, 370839301003024, 371319203012040, 370839301003006, 370839301003005"
370839310001015,"370839310001021, 370839310001014, 370839310001056, 370839310001018, 370839310001016, 370839310001017"
370839301002007,"370839301003003, 370839301002018, 370839301002012, 370839301002006, 370839301002008, 370839301002004, 370839301003001, 370839301002003"
370839311011004,"370839311012002, 370839311011003"
370839302001000,"370839302001001, 370839302001003, 371319204013048, 370839303001025, 370839303001004, 370839303001007, 370839303001000, 371319204013047, 370839302005000, 371319204013054"
370839311022015,"370839311022012, 370839311022006, 370839311022007, 370839311022014"
371539705003013,"371539705003014, 371539705003018, 371539705003005, 371539705003004, 371539705003016, 371539705003017"
370839311024026,"370839311023044, 370839311023039, 370839311023053, 370839311024025"
370839311024075,"371179704002013, 370650208001017, 370650208001018, 371179704002016, 371179704002014, 370839311024048, 370839311024074, 370839311024076, 370839311024073"
371650101021032,"371650101021034, 371650101021033, 371650101021030, 371650101021021"
370839307022022,"370839305041017, 370839307011000, 370839305032017, 370839305032015, 370839307022024, 370839307011001, 370839307022031, 370839307022030, 370839307022023, 370839307022020, 370839307022019, 370839307022018"
370839311021041,"370839311024005, 370839311024007, 370839311024004, 370839311021042, 370839311021040, 370839311021043, 370839311021039, 370839311021038, 370839311021031, 370839311021029, 370839311021030, 370839311021048, 370839311021044, 370839311021051, 370839311022020"
370839307023002,"370839307023004, 370839307023001, 370839307023000, 370839307023003, 371859501021038"
370850708023040,370850708023039
370839306001012,"370839306001025, 370839306001019, 370839306001020, 370839306001026, 370839306001027, 370839306001013, 370839306001011, 370839307011029, 370839306001002"
370839307011022,"370839305041019, 370839307011021"
370839308001024,"370839308001029, 370839308001030, 370839308001027, 370839308001028, 370839308001017, 370839308001026, 370839308001025, 370839308001008, 370839308001031"
370839306001051,"370839306001057, 370839306001056, 370839306001054, 370839306001050, 370839306001058, 370839306001052, 370839306001040, 370839310001019, 370839306001038, 370839306001039"
370839306004016,"370839306001008, 370839306004011, 370839306001007, 370839306004012, 370839305042023, 370839305042022, 370839306001005, 370839305042017"
370839307021022,"370839307021020, 370839307021039, 370839307021021, 370839307021003, 370839307021040, 370839307021008, 370839307021023"
370839310002013,"370839310001026, 370839310002000, 370839310002032, 370839310002035, 370839310002033, 370839310002034, 370839310001025, 370839310002023, 370839310002046, 370839310002014, 371319203012040"
370839310001010,"370839310001011, 370839310001009, 370839310001056, 370839310001016, 370839310001012, 370839306001035, 370839310001005, 370839306004009, 370839301004043, 370839306003026"
370839308003016,"370839308003018, 370839308003019, 370839308003020, 370839308003017, 370839308003015, 370839308003000"
370839305041001,"370839305042017, 370839306001000, 370839305042006, 370839305041013, 370839305042007, 370839305041003, 370839305041002, 370839305013017, 370839305041009, 370839305041007, 370839305041004, 370839305041005, 370839305013015, 370839305041006, 370839305041000, 370839305032011"
370850708023003,"370850708023011, 370850708023007, 370850708023002, 370850708023038"
370839311023034,"370839311023048, 370839311023033, 370839311023031, 370839311023028, 370839311023027"
370839311023029,"370839311023031, 370839311023030, 370839311023023, 370839311023024"
370839301004032,"370839301004031, 370839301004035"
370839304002015,"370839304003013, 370839304002016, 370839304002017, 370839304003012, 370839304003007, 370839304002014, 370839304003003, 370839304002009"
370839310001039,"370839310001040, 370839310001037, 370839310001035"
370839304002036,"370839304003029, 370839304003021, 370839304002035, 370839304002028, 370839304003014, 370839304002016, 370839304002017"
370839309011018,"370839309012000, 370839309011023, 370839309011037, 370839309011017, 370839309011019, 370839309011020, 370839309011011, 370839309011010"
370839308001028,"370839308001050, 370839308001029, 370839308001027, 370839308001024"
370839305011003,"370839305011001, 370839305011004, 370839305031012"
370350102032012,"370350102032018, 370350102032010, 370350102031004, 370350102032013, 370350102032014, 370350102032015, 370350102031000"
370850712022011,"370850712022007, 370850712022010, 370850712022003"
370839309011038,"370839309024001, 370839309024002, 370839309012000, 370839309011039, 370839309011037, 370839309011036"
370839305031023,"370839305032010, 370839305031032, 370839305031033, 370839305011014, 370839305011012, 370839305011013, 370839305032009, 370839305031022, 370839305031009, 370839305031008, 370839305031007, 370839305032001, 370839305031024"
370839311023013,"370839311023016, 370839311023011"
370839311024054,"370839311024049, 370839311024052, 370839311024078, 370839311024077"
370839310003020,"370839310001045, 370839310003002, 370839310001033, 370839310001032, 370839310003021, 370839310003018, 370839310003019, 370839310002032, 370839310002035"
370839308003024,"370839308003028, 370839308003025, 370839308003027, 370839308003026, 370839308003014, 370839308003023, 370839308003021"
370839307022041,"370839307022040, 371859501021008, 370839307022042, 370839307021009, 370839307021012, 371859501021032, 371859501021006"
370839310001035,"370839310001040, 370839310001037, 370839310001039, 370839310001036, 370839309011002, 370839310001041, 370839310001042, 370839310001034, 370839310001028, 370839309011050, 370839310001027"
370839308004006,"370839308004010, 370839308004003"
370839309024014,"370839308004043, 370839308004044, 370839309024012, 370839309024015"
370839306001013,"370839306001014, 370839306001019, 370839306001020, 370839306001012, 370839307011029, 370839307011021"
370839309024024,"370839309024033, 370839309024030, 370839309024023"
370839308001025,"370839306002021, 370839308001027, 370839308001024, 370839308001017, 370839308001026, 370839306002002, 370839308001008"
370839306002019,"370839306002017, 370839306002018, 370839306002016, 370839308001035, 370839306002020"
371590519011014,"371590519011017, 371590519011018, 371590519011013, 371590519042044, 371590519042035, 371590519042030, 371590519011016, 371590519011015"
370839305011020,"370839305032011, 370839305011017, 370839305012010, 370839305031032, 370839305011019, 370839305011021, 370839305011018, 370839305012002"
370839306001032,"370839306001040, 370839306001038, 370839306001039, 370839306001041, 370839306001025, 370839306001037, 370839306001036, 370839306001026, 370839306001030, 370839306001031, 370839306001027, 370839306001028, 370839306001033"
370570615011036,"370570615011047, 370570615011046, 370570615011035, 370570615011033, 370570615011032, 370570615011049, 370570615013034, 370570615013033"
370839306004007,"370839306001035, 370839306001034, 370839306001033, 370839306004009, 370839306004004, 370839306004006, 370839306003026, 370839306003025, 370839306004008, 370839306004000, 370839306003017"
